method,topology,regime,duplication,schedule,seed,rmse,rmse_vs_oracle,nll,coverage95,prec_trace_ratio,prec_rel_error,confidence,confidence_oracle,consensus_spread
bp_backtrack,tree,duplicate,4,repeating,2,0.14758184867904994,0.24461164793129708,786553.9353102627,0.03125,2548967.386793526,2733439.6227437565,31.89354132793399,3.489843094688827,6.409991010603189
bp_cavity,tree,duplicate,4,repeating,2,0.23005016152689253,0.2304120110640391,0.22769835093106972,1.0,3.5178601749626894,2.5878581077952694,5.9487655527694585,3.489843094688827,1.7763568394002505e-15
bp_trw,tree,duplicate,4,repeating,2,0.23005016152689253,0.2304120110640391,0.22769835093106972,1.0,3.5178601749626894,2.5878581077952694,5.9487655527694585,3.489843094688827,1.7763568394002505e-15
ec_exact,tree,duplicate,4,adversarial,2,0.2619492141430064,5.293533848272695e-16,0.8991546503431689,1.0,1.0000000000000004,7.58684774468178e-16,3.489843094688829,3.489843094688827,2.220446049250313e-15
naive_sum,tree,duplicate,4,adversarial,2,0.269679114417924,0.32250632224974746,350133.12860840664,0.0,348611.4660736242,358533.4591936042,28.168331178995814,3.489843094688827,8.26244188790352
mean_pool,tree,duplicate,4,adversarial,2,0.8091760364729172,0.6506949652184637,4.595634178596843,1.0,0.22959514623892247,0.7917376910443237,0.6933332021457508,3.489843094688827,0.015564547979276533
cov_int,tree,duplicate,4,adversarial,2,0.8067707600704264,0.6384547726818857,4.427730395025499,1.0,0.25010281682897806,0.771675389069318,0.8446799798968534,3.489843094688827,0.0036928753571171535
inv_cov_int,tree,duplicate,4,adversarial,2,0.719159433612885,0.605414958532724,3.866795414905271,1.0,0.30942238635708463,0.7243760425400978,1.223244836316692,3.489843094688827,0.3029073110524725
bp_backtrack,tree,duplicate,4,adversarial,2,0.2327521605942124,0.30692151049166505,234040.60194066179,0.0,453110.372452299,477615.9352714331,28.367768355742626,3.489843094688827,8.579466424617657
bp_cavity,tree,duplicate,4,adversarial,2,0.23005016152689234,0.23041201106403866,0.22769835093106497,1.0,3.5178601749626894,2.5878581077952685,5.9487655527694585,3.489843094688827,1.7763568394002505e-15
bp_trw,tree,duplicate,4,adversarial,2,0.23005016152689234,0.23041201106403866,0.22769835093106497,1.0,3.5178601749626894,2.5878581077952685,5.9487655527694585,3.489843094688827,1.7763568394002505e-15
ec_exact,tree,duplicate,16,sync,2,0.2619492141430064,5.238857183831822e-16,0.8991546503431692,1.0,1.0000000000000002,6.929937344839938e-16,3.489843094688828,3.489843094688827,3.552713678800501e-15
naive_sum,tree,duplicate,16,sync,2,0.31448579390806275,0.38299171092252415,7664857542631956.0,0.0,7584630159896868.0,7745603757223176.0,76.27180438900865,3.489843094688827,3.473928853770701
mean_pool,tree,duplicate,16,sync,2,0.7966804414054423,0.6392701881117722,4.546150788592266,1.0,0.2309864934444802,0.7909042946269501,0.7064280099349081,3.489843094688827,0.0005918033015160917
cov_int,tree,duplicate,16,sync,2,0.7335826348826084,0.5820575824008543,4.174962666839492,1.0,0.2579627644854757,0.7600614672756342,0.887056309389792,3.489843094688827,2.240239771467145e-09
inv_cov_int,tree,duplicate,16,sync,2,0.6084641627252684,0.5249267882039388,3.649370973057791,1.0,0.3387731062962902,0.7029763858253628,1.3602949227690933,3.489843094688827,0.17973239555767329
bp_backtrack,tree,duplicate,16,sync,2,0.30367597082652226,0.37530013698845466,430986455236.45337,0.0,423634502602.71014,433563724180.97375,56.687766316870906,3.489843094688827,3.5539589700341025
bp_cavity,tree,duplicate,16,sync,2,0.26902796020068315,0.3113800351070712,6.673422590585703,0.25,13.58930087481344,12.939290538976337,8.632458471954976,3.489843094688827,3.552713678800501e-15
bp_trw,tree,duplicate,16,sync,2,0.26902796020068315,0.3113800351070712,6.673422590585703,0.25,13.58930087481344,12.939290538976337,8.632458471954976,3.489843094688827,3.552713678800501e-15
ec_exact,tree,duplicate,16,async,2,0.2619492141430064,5.443632843815521e-16,0.8991546503431691,1.0,1.0,7.310289962068972e-16,3.4898430946888284,3.489843094688827,3.552713678800501e-15
naive_sum,tree,duplicate,16,async,2,0.2689576166578356,0.34362335397746385,4469607923.231384,0.0,5338442308.352014,5485512563.388647,47.53762561437177,3.489843094688827,5.956347071012729
mean_pool,tree,duplicate,16,async,2,0.7918733115873899,0.6374947760420338,4.523365505065741,1.0,0.23269122126612396,0.7886934408868778,0.7193536130815801,3.489843094688827,0.001933239368352102
cov_int,tree,duplicate,16,async,2,0.7299929263983,0.5802536634044257,4.160904556231417,1.0,0.25839714233785016,0.7594410434018584,0.8885828245211865,3.489843094688827,1.3864382896189298e-06
inv_cov_int,tree,duplicate,16,async,2,0.812830702249308,0.7905335692495903,4.629096381746599,1.0,0.30376901419564667,0.7385307567083345,1.1967385347316593,3.489843094688827,0.00046883130072505885
bp_backtrack,tree,duplicate,16,async,2,0.29593755596045324,0.37606324754529225,9670480.976120893,0.0,10898844.153073687,11171921.709759532,34.924073830825584,3.489843094688827,6.376159901314615
bp_cavity,tree,duplicate,16,async,2,0.269027960200683,0.3113800351070712,6.673422590585683,0.25,13.58930087481344,12.939290538976337,8.632458471954976,3.489843094688827,1.7763568394002505e-15
bp_trw,tree,duplicate,16,async,2,0.269027960200683,0.3113800351070712,6.673422590585683,0.25,13.58930087481344,12.939290538976337,8.632458471954976,3.489843094688827,1.7763568394002505e-15
ec_exact,tree,duplicate,16,lossy,2,0.2619492141430064,5.576565028848536e-16,0.8991546503431691,1.0,1.0000000000000002,6.867702874627917e-16,3.489843094688828,3.489843094688827,3.552713678800501e-15
naive_sum,tree,duplicate,16,lossy,2,0.2718396101730078,0.3452859455742964,740668220.2840114,0.0,785269686.4143153,799045099.3475014,43.27276599674968,3.489843094688827,7.695709486980704
mean_pool,tree,duplicate,16,lossy,2,0.8014740208431408,0.6445073255834377,4.568310799126264,1.0,0.2287477571641769,0.7937504350080007,0.6882769264969506,3.489843094688827,0.01397972649006407
cov_int,tree,duplicate,16,lossy,2,0.733234430631968,0.5820887531270107,4.173550663361665,1.0,0.2578650983756599,0.7600642188997901,0.8859429131126192,3.489843094688827,3.6690032556574437e-06
inv_cov_int,tree,duplicate,16,lossy,2,0.8145764929045525,0.7291368606676851,4.418384867504411,1.0,0.3319407875163307,0.7139971027369523,1.2721419004552237,3.489843094688827,0.1539911084211567
bp_backtrack,tree,duplicate,16,lossy,2,0.2784661500390177,0.35301645303388923,1594591.7220940231,0.0,1763449.2704272189,1800138.6308679667,31.146636501755076,3.489843094688827,8.530530747439485
bp_cavity,tree,duplicate,16,lossy,2,0.2690279602006832,0.31138003510707163,6.673422590585696,0.25,13.589300874813437,12.939290538976334,8.632458471954973,3.489843094688827,3.552713678800501e-15
bp_trw,tree,duplicate,16,lossy,2,0.2690279602006832,0.31138003510707163,6.673422590585696,0.25,13.589300874813437,12.939290538976334,8.632458471954973,3.489843094688827,3.552713678800501e-15
ec_exact,tree,duplicate,16,delayed,2,0.2619492141430064,5.497944272232615e-16,0.8991546503431691,1.0,1.0000000000000004,7.716772147887849e-16,3.489843094688828,3.489843094688827,3.552713678800501e-15
naive_sum,tree,duplicate,16,delayed,2,0.3703316407753233,0.44639938416421787,1904672.4547525547,0.0,1484089.39332039,1511643.3689149097,31.014853804536326,3.489843094688827,10.60723996079755
mean_pool,tree,duplicate,16,delayed,2,0.7891326056295462,0.6296813614709991,4.5307789681840855,1.0,0.23065958799452851,0.7918676086862504,0.7042233256878119,3.489843094688827,0.006782970296154378
cov_int,tree,duplicate,16,delayed,2,0.7305996469939284,0.5785729257131846,4.1708399781582415,1.0,0.25762834077245833,0.7604003397664955,0.8854510704287304,3.489843094688827,0.00017928355700291831
inv_cov_int,tree,duplicate,16,delayed,2,0.8072749747405565,0.6582243134770048,4.180199690335397,1.0,0.36117050990249366,0.6881616307383129,1.3558084142162017,3.489843094688827,0.006069183653547139
bp_backtrack,tree,duplicate,16,delayed,2,0.29593755596045324,0.37606324754529225,9670480.976120893,0.0,10898844.153073687,11171921.709759532,34.924073830825584,3.489843094688827,6.376159901314615
bp_cavity,tree,duplicate,16,delayed,2,0.269027960200683,0.3113800351070712,6.673422590585683,0.25,13.58930087481344,12.939290538976337,8.632458471954976,3.489843094688827,1.7763568394002505e-15
bp_trw,tree,duplicate,16,delayed,2,0.269027960200683,0.3113800351070712,6.673422590585683,0.25,13.58930087481344,12.939290538976337,8.632458471954976,3.489843094688827,1.7763568394002505e-15
ec_exact,tree,duplicate,16,repeating,2,0.2619492141430064,5.581803234710451e-16,0.8991546503431691,1.0,1.0000000000000004,7.03159766743226e-16,3.489843094688828,3.489843094688827,3.552713678800501e-15
naive_sum,tree,duplicate,16,repeating,2,0.3184150745662613,0.3833097449827652,2525899577.308337,0.0,2283339008.8274183,2313849155.211282,45.56556042437661,3.489843094688827,6.614477960037682
mean_pool,tree,duplicate,16,repeating,2,0.7956096536030082,0.6368944996358481,4.548608948845615,1.0,0.23019979397212376,0.7924739631021976,0.7012880207352392,3.489843094688827,0.0005099708994991126
cov_int,tree,duplicate,16,repeating,2,0.7369205957287971,0.5832602696298278,4.190814243906199,1.0,0.25719298422472703,0.7610622411341901,0.883961540797801,3.489843094688827,2.0156039935992354e-06
inv_cov_int,tree,duplicate,16,repeating,2,0.6645104744660818,0.5112754731481548,3.701664793007387,1.0,0.37387247101807586,0.6729500281544557,1.452415655214025,3.489843094688827,0.0007255827243002333
bp_backtrack,tree,duplicate,16,repeating,2,0.29593755596045324,0.37606324754529225,9670480.976120893,0.0,10898844.153073687,11171921.709759532,34.924073830825584,3.489843094688827,6.376159901314615
bp_cavity,tree,duplicate,16,repeating,2,0.269027960200683,0.3113800351070712,6.673422590585683,0.25,13.58930087481344,12.939290538976337,8.632458471954976,3.489843094688827,1.7763568394002505e-15
bp_trw,tree,duplicate,16,repeating,2,0.269027960200683,0.3113800351070712,6.673422590585683,0.25,13.58930087481344,12.939290538976337,8.632458471954976,3.489843094688827,1.7763568394002505e-15
ec_exact,tree,duplicate,16,adversarial,2,0.2619492141430064,5.515703840137152e-16,0.8991546503431691,1.0,1.0000000000000004,7.388317928428002e-16,3.4898430946888284,3.489843094688827,3.552713678800501e-15
naive_sum,tree,duplicate,16,adversarial,2,0.3171750398702078,0.4027589835210984,1158839.3634371208,0.0,1235027.2274577166,1265104.8390911676,30.71941319018576,3.489843094688827,8.080053548074897
mean_pool,tree,duplicate,16,adversarial,2,0.7943142318979245,0.6380241462175744,4.539296201176626,1.0,0.2308612494206742,0.7909402428275432,0.7045931206700115,3.489843094688827,0.009719501082960047
cov_int,tree,duplicate,16,adversarial,2,0.7311427938055827,0.581026939136513,4.165020181305035,1.0,0.25840811026693467,0.7594490754185065,0.8889096494539523,3.489843094688827,0.0009165717812638086
inv_cov_int,tree,duplicate,16,adversarial,2,0.6847522196705425,0.6082299840061798,3.8125420900380247,1.0,0.343709582403944,0.6937026683507624,1.3640801037858656,3.489843094688827,0.23381638120556647
bp_backtrack,tree,duplicate,16,adversarial,2,0.2784661500390177,0.35301645303388923,1594591.7220940231,0.0,1763449.2704272189,1800138.6308679667,31.146636501755076,3.489843094688827,8.530530747439485
bp_cavity,tree,duplicate,16,adversarial,2,0.2690279602006832,0.31138003510707163,6.673422590585696,0.25,13.589300874813437,12.939290538976334,8.632458471954973,3.489843094688827,3.552713678800501e-15
bp_trw,tree,duplicate,16,adversarial,2,0.2690279602006832,0.31138003510707163,6.673422590585696,0.25,13.589300874813437,12.939290538976334,8.632458471954973,3.489843094688827,3.552713678800501e-15
ec_exact,tree,duplicate,100,sync,2,0.2619492141430063,5.924673699849317e-16,0.8991546503431685,1.0,1.0000000000000004,8.117152186083896e-16,3.489843094688829,3.489843094688827,2.220446049250313e-15
naive_sum,tree,duplicate,100,sync,2,0.2753724868264337,0.3320162206702972,4.230301167959209e+16,0.0,4.8535175932085784e+16,4.974573067319565e+16,79.98315165244807,3.489843094688827,3.475129060725166
mean_pool,tree,duplicate,100,sync,2,0.8019152310239113,0.6449776683978599,4.572060031562394,1.0,0.2304475267203335,0.791149034595656,0.7013655462786303,3.489843094688827,0.00019747048576346238
cov_int,tree,duplicate,100,sync,2,0.7182509688408523,0.5663474803297301,4.219105907835194,1.0,0.251014910719651,0.768737447792643,0.8504179575939642,3.489843094688827,4.1876302425691847e-10
inv_cov_int,tree,duplicate,100,sync,2,0.8808964553762588,0.7202941863582213,4.483266191521228,0.96875,0.42610622640748863,0.6446513799382941,1.5575496325312153,3.489843094688827,0.164155562465915
bp_backtrack,tree,duplicate,100,sync,2,0.2742385878276227,0.3325819935783416,2357116413013.042,0.0,2713052870283.207,2780656914498.9873,60.412051624342126,3.489843094688827,3.6434660576491282
bp_cavity,tree,duplicate,100,sync,2,0.2847140530047221,0.3364913790131504,68.19314140566539,0.0,84.08938577376865,85.39931755724376,12.271803345110495,3.489843094688827,3.552713678800501e-15
bp_trw,tree,duplicate,100,sync,2,0.2847140530047221,0.3364913790131504,68.19314140566539,0.0,84.08938577376865,85.39931755724376,12.271803345110495,3.489843094688827,3.552713678800501e-15
ec_exact,tree,duplicate,100,async,2,0.2619492141430063,5.924673699849317e-16,0.8991546503431685,1.0,1.0000000000000004,8.117152186083896e-16,3.489843094688829,3.489843094688827,2.220446049250313e-15
naive_sum,tree,duplicate,100,async,2,0.28582778052991376,0.3626815153490758,27606572842.2247,0.0,34302132738.655037,35230575098.086296,51.26360121584635,3.489843094688827,5.974412095975552
mean_pool,tree,duplicate,100,async,2,0.7946263907554867,0.6406574199966375,4.556536059859052,1.0,0.23028482183661725,0.7911997876050969,0.6997203731077362,3.489843094688827,0.0001778909726453115
cov_int,tree,duplicate,100,async,2,0.7176955707228432,0.5660261910601505,4.217248498255241,1.0,0.25101101437445894,0.7687366100125437,0.8504459216317761,3.489843094688827,1.280210343290733e-06
inv_cov_int,tree,duplicate,100,async,2,0.9336450355861943,0.7678611859738214,4.603861770789669,1.0,0.4036123005045873,0.6608523589460645,1.452875686942399,3.489843094688827,9.962730513102258e-05
bp_backtrack,tree,duplicate,100,async,2,0.2838039760723952,0.3588827729580476,58034902.46128193,0.0,70297115.18318184,72057689.53399232,38.65675157775563,3.489843094688827,6.387690727436485
bp_cavity,tree,duplicate,100,async,2,0.2847140530047221,0.3364913790131503,68.19314140566544,0.0,84.08938577376864,85.39931755724376,12.271803345110495,3.489843094688827,3.552713678800501e-15
bp_trw,tree,duplicate,100,async,2,0.2847140530047221,0.3364913790131503,68.19314140566544,0.0,84.08938577376864,85.39931755724376,12.271803345110495,3.489843094688827,3.552713678800501e-15
ec_exact,tree,duplicate,100,lossy,2,0.2619492141430063,5.924673699849317e-16,0.8991546503431685,1.0,1.0000000000000004,8.117152186083896e-16,3.489843094688829,3.489843094688827,2.220446049250313e-15
naive_sum,tree,duplicate,100,lossy,2,0.26850778843522605,0.33166923459331565,4256948531.084713,0.0,5181130084.347731,5298057202.520271,47.04923186955194,3.489843094688827,7.703361828932664
mean_pool,tree,duplicate,100,lossy,2,0.8047891135799341,0.6493437321740025,4.583151422478319,1.0,0.2298897224568392,0.7919241810965462,0.6971456369205423,3.489843094688827,0.003400866868674246
cov_int,tree,duplicate,100,lossy,2,0.7185494805824328,0.5665608414318544,4.22049885603618,1.0,0.2510012943126895,0.7687503146640893,0.8502687533450162,3.489843094688827,7.653025180354156e-06
inv_cov_int,tree,duplicate,100,lossy,2,0.9290054281941653,0.7627773850939934,4.578189375747839,1.0,0.41379598827214803,0.6568168412638331,1.48171613128684,3.489843094688827,0.061193092716691044
bp_backtrack,tree,duplicate,100,lossy,2,0.2708140188733236,0.3333159830546175,9964055.81690824,0.0,11696437.657321464,11952862.551971998,34.939624814628495,3.489843094688827,8.52690639256302
bp_cavity,tree,duplicate,100,lossy,2,0.28471405300472186,0.33649137901314985,68.19314140566532,0.0,84.08938577376864,85.39931755724376,12.271803345110495,3.489843094688827,1.7763568394002505e-15
bp_trw,tree,duplicate,100,lossy,2,0.28471405300472186,0.33649137901314985,68.19314140566532,0.0,84.08938577376864,85.39931755724376,12.271803345110495,3.489843094688827,1.7763568394002505e-15
ec_exact,tree,duplicate,100,delayed,2,0.2619492141430063,5.924673699849317e-16,0.8991546503431685,1.0,1.0000000000000004,8.117152186083896e-16,3.489843094688829,3.489843094688827,2.220446049250313e-15
naive_sum,tree,duplicate,100,delayed,2,0.27066392250631466,0.31560347780260245,9346299.039858786,0.0,9911987.831210129,10173345.327953242,34.80977772024048,3.489843094688827,10.575154569023528
mean_pool,tree,duplicate,100,delayed,2,0.8075457705170516,0.6491860068953434,4.58078860208891,1.0,0.23066810833250928,0.7908328684862584,0.7027297578969871,3.489843094688827,0.006029950790476302
cov_int,tree,duplicate,100,delayed,2,0.7216626221010155,0.5686964717771958,4.227694120939198,1.0,0.25099171529533504,0.7687450069391843,0.8501162699240323,3.489843094688827,4.544148913887547e-05
inv_cov_int,tree,duplicate,100,delayed,2,0.8227101951832299,0.6398476231847494,4.0724094492735885,1.0,0.4247417144335421,0.6405966512462549,1.6035209674672568,3.489843094688827,0.20426275160361618
bp_backtrack,tree,duplicate,100,delayed,2,0.2838039760723952,0.3588827729580476,58034902.46128193,0.0,70297115.18318184,72057689.53399232,38.65675157775563,3.489843094688827,6.387690727436485
bp_cavity,tree,duplicate,100,delayed,2,0.2847140530047221,0.3364913790131503,68.19314140566544,0.0,84.08938577376864,85.39931755724376,12.271803345110495,3.489843094688827,3.552713678800501e-15
bp_trw,tree,duplicate,100,delayed,2,0.2847140530047221,0.3364913790131503,68.19314140566544,0.0,84.08938577376864,85.39931755724376,12.271803345110495,3.489843094688827,3.552713678800501e-15
ec_exact,tree,duplicate,100,repeating,2,0.2619492141430063,5.924673699849317e-16,0.8991546503431685,1.0,1.0000000000000004,8.117152186083896e-16,3.489843094688829,3.489843094688827,2.220446049250313e-15
naive_sum,tree,duplicate,100,repeating,2,0.2781773132715678,0.344759068061111,13093545303.264042,0.0,14809515931.932524,15168433158.826122,49.288888559632525,3.489843094688827,6.6122365907589895
mean_pool,tree,duplicate,100,repeating,2,0.8047227663897153,0.648327996575752,4.577411490508438,1.0,0.23006285963139064,0.791605965536005,0.6982722734851037,3.489843094688827,0.000714176644655673
cov_int,tree,duplicate,100,repeating,2,0.720002324757273,0.5673031053995,4.223910603648135,1.0,0.2511344013719757,0.7685850101665586,0.8508815578282265,3.489843094688827,1.7207535002006225e-05
inv_cov_int,tree,duplicate,100,repeating,2,0.8196785470535867,0.6683742833659467,4.407384702236463,1.0,0.4453362284166611,0.6498743376228869,1.4517002390389981,3.489843094688827,0.0014174508063626856
bp_backtrack,tree,duplicate,100,repeating,2,0.2838039760723952,0.3588827729580476,58034902.46128193,0.0,70297115.18318184,72057689.53399232,38.65675157775563,3.489843094688827,6.387690727436485
bp_cavity,tree,duplicate,100,repeating,2,0.2847140530047221,0.3364913790131503,68.19314140566544,0.0,84.08938577376864,85.39931755724376,12.271803345110495,3.489843094688827,3.552713678800501e-15
bp_trw,tree,duplicate,100,repeating,2,0.2847140530047221,0.3364913790131503,68.19314140566544,0.0,84.08938577376864,85.39931755724376,12.271803345110495,3.489843094688827,3.552713678800501e-15
ec_exact,tree,duplicate,100,adversarial,2,0.2619492141430063,5.924673699849317e-16,0.8991546503431685,1.0,1.0000000000000004,8.117152186083896e-16,3.489843094688829,3.489843094688827,2.220446049250313e-15
naive_sum,tree,duplicate,100,adversarial,2,0.2617117413131922,0.3075441090479128,7018673.574901085,0.0,8086608.280819306,8295302.282709937,34.47682971387228,3.489843094688827,8.106166862621308
mean_pool,tree,duplicate,100,adversarial,2,0.8065107798714977,0.6492471466675369,4.582096904019926,1.0,0.23070003983845394,0.790838717576242,0.7031610838396416,3.489843094688827,0.003754591055719625
cov_int,tree,duplicate,100,adversarial,2,0.7210779732481386,0.5684247263332862,4.225351619298417,1.0,0.2509519827946708,0.7688260852502316,0.8500673150523781,3.489843094688827,0.0002592741969684731
inv_cov_int,tree,duplicate,100,adversarial,2,0.7624219051249651,0.6081677909917073,3.983447727679732,1.0,0.3842106395465128,0.6591315782577429,1.4285493807553125,3.489843094688827,0.1277841926778689
bp_backtrack,tree,duplicate,100,adversarial,2,0.2708140188733236,0.3333159830546175,9964055.81690824,0.0,11696437.657321464,11952862.551971998,34.939624814628495,3.489843094688827,8.52690639256302
bp_cavity,tree,duplicate,100,adversarial,2,0.28471405300472186,0.33649137901314985,68.19314140566532,0.0,84.08938577376864,85.39931755724376,12.271803345110495,3.489843094688827,1.7763568394002505e-15
bp_trw,tree,duplicate,100,adversarial,2,0.28471405300472186,0.33649137901314985,68.19314140566532,0.0,84.08938577376864,85.39931755724376,12.271803345110495,3.489843094688827,1.7763568394002505e-15
ec_exact,tree,replacement,4,sync,2,0.10714970088714382,1.0214034017852875e-15,-2.0199503440414235,1.0,0.9999999999999998,5.680034099213027e-16,6.208706462943816,6.208706462943818,2.6645352591003757e-15
naive_sum,tree,replacement,4,sync,2,0.08987968605644929,0.11216093018088791,234903989907259.66,0.0,651090026809554.0,653699978517710.9,74.14797664523121,6.208706462943818,3.4972328444423795
mean_pool,tree,replacement,4,sync,2,0.741328602153716,0.68455195833218,4.451589229694244,1.0,0.06408933500485513,0.9381096436216321,0.7563452511445393,6.208706462943818,0.009184633858337787
cov_int,tree,replacement,4,sync,2,0.704612044671707,0.6501732305491887,4.199630494186524,1.0,0.07052707642737208,0.9313182652275752,0.937117291714916,6.208706462943818,4.38815372927337e-09
inv_cov_int,tree,replacement,4,sync,2,0.7950730123125944,0.7568148725512964,4.3236870047797265,1.0,0.0863041188126952,0.914734237690584,1.2008173978985146,6.208706462943818,0.5232842177946331
bp_backtrack,tree,replacement,4,sync,2,0.15465871805782194,0.16089981636084505,45400562988.95953,0.0,36643192984.20703,36973044136.5363,54.598503105746914,6.208706462943818,4.032297022837945
bp_cavity,tree,replacement,4,sync,2,0.10714970088714401,1.1234868390987053e-15,-2.0199503440414213,1.0,1.0000000000000004,6.845469754639447e-16,6.208706462943818,6.208706462943818,8.881784197001252e-16
bp_trw,tree,replacement,4,sync,2,0.10714970088714401,1.1234868390987053e-15,-2.0199503440414213,1.0,1.0000000000000004,6.845469754639447e-16,6.208706462943818,6.208706462943818,8.881784197001252e-16
ec_exact,tree,replacement,4,async,2,0.10714970088714396,1.0481300761211213e-15,-2.0199503440414217,1.0,1.0,6.241373117199357e-16,6.208706462943818,6.208706462943818,2.6645352591003757e-15
naive_sum,tree,replacement,4,async,2,0.15832444338440071,0.17265731955236463,568261203.4627452,0.0,429769331.6631911,434095487.3142421,45.27287991397418,6.208706462943818,5.86128003398845
mean_pool,tree,replacement,4,async,2,0.7397695515705509,0.6835346408961691,4.4516720730023405,1.0,0.06419858765213124,0.9379433992017514,0.7581589011051064,6.208706462943818,0.01547798559720781
cov_int,tree,replacement,4,async,2,0.7112651727185166,0.6550573253004759,4.193787228654039,1.0,0.07079914001774638,0.9309428517387665,0.940682032378866,6.208706462943818,4.871026333730377e-05
inv_cov_int,tree,replacement,4,async,2,0.9367453265566978,0.8723398919983413,4.790581358067399,0.984375,0.09080255658003049,0.9118806584494218,1.2849663897898602,6.208706462943818,0.31205081594071005
bp_backtrack,tree,replacement,4,async,2,0.13984550642035398,0.17466642127901216,1080193.2676096016,0.0,935583.4283931311,945945.8402823141,32.78887930283021,6.208706462943818,6.31066813367746
bp_cavity,tree,replacement,4,async,2,0.10714970088714418,1.4969572244488626e-15,-2.019950344041421,1.0,1.0,6.929903633476606e-16,6.208706462943817,6.208706462943818,3.552713678800501e-15
bp_trw,tree,replacement,4,async,2,0.10714970088714418,1.4969572244488626e-15,-2.019950344041421,1.0,1.0,6.929903633476606e-16,6.208706462943817,6.208706462943818,3.552713678800501e-15
ec_exact,tree,replacement,4,lossy,2,0.1071497008871439,9.248893709205137e-16,-2.019950344041422,1.0,1.0000000000000002,5.971739730607625e-16,6.208706462943818,6.208706462943818,2.6645352591003757e-15
naive_sum,tree,replacement,4,lossy,2,0.16844668527523662,0.18259359951454796,103168906.54703012,0.0,76661575.9088154,76847586.11702894,41.41189683417275,6.208706462943818,7.899701027972277
mean_pool,tree,replacement,4,lossy,2,0.7323161009341773,0.6770530408394263,4.442417698161117,1.0,0.06437533987099855,0.9380311025525726,0.7651507873016048,6.208706462943818,0.018963368060918695
cov_int,tree,replacement,4,lossy,2,0.7128310074248068,0.6578590014254659,4.208310245834532,1.0,0.07083030290793557,0.9309297169795,0.942339988636937,6.208706462943818,0.00034438156598803893
inv_cov_int,tree,replacement,4,lossy,2,0.8106288999197788,0.7655306100349959,4.439411388023839,1.0,0.08158308136517001,0.919755798956293,1.0477007029866459,6.208706462943818,0.546799097961328
bp_backtrack,tree,replacement,4,lossy,2,0.1276537655182191,0.16088050510196056,141923.17254498278,0.03125,176546.60262726925,176414.99130143013,29.314857333223472,6.208706462943818,8.764103524958571
bp_cavity,tree,replacement,4,lossy,2,0.10714970088714401,1.2059488527273943e-15,-2.0199503440414217,1.0,1.0000000000000002,6.451318174425184e-16,6.208706462943818,6.208706462943818,2.6645352591003757e-15
bp_trw,tree,replacement,4,lossy,2,0.10714970088714401,1.2059488527273943e-15,-2.0199503440414217,1.0,1.0000000000000002,6.451318174425184e-16,6.208706462943818,6.208706462943818,2.6645352591003757e-15
ec_exact,tree,replacement,4,delayed,2,0.10714970088714393,1.0804920927144287e-15,-2.019950344041422,1.0,1.0000000000000004,5.9973589410038885e-16,6.208706462943818,6.208706462943818,3.552713678800501e-15
naive_sum,tree,replacement,4,delayed,2,0.12341605541231677,0.13195658633668228,89145.37920140443,0.03125,126544.86274134833,129219.35115015467,28.840528431008806,6.208706462943818,10.943343166377755
mean_pool,tree,replacement,4,delayed,2,0.7715643773814513,0.7166056361630451,4.53436542998084,1.0,0.06376666267072821,0.9384889343896012,0.7428696024879119,6.208706462943818,0.06445930366576891
cov_int,tree,replacement,4,delayed,2,0.7172353005918812,0.6614785633846569,4.2149679668338695,1.0,0.07063499371638425,0.9311297537965606,0.9370694731024396,6.208706462943818,0.003162139148519705
inv_cov_int,tree,replacement,4,delayed,2,0.8746579493742057,0.840170036573169,4.651696868095593,1.0,0.07924907603337936,0.9211346733859829,1.0609076289162442,6.208706462943818,0.26026747305531117
bp_backtrack,tree,replacement,4,delayed,2,0.13984550642035398,0.17466642127901216,1080193.2676096016,0.0,935583.4283931311,945945.8402823141,32.78887930283021,6.208706462943818,6.31066813367746
bp_cavity,tree,replacement,4,delayed,2,0.10714970088714418,1.4969572244488626e-15,-2.019950344041421,1.0,1.0,6.929903633476606e-16,6.208706462943817,6.208706462943818,3.552713678800501e-15
bp_trw,tree,replacement,4,delayed,2,0.10714970088714418,1.4969572244488626e-15,-2.019950344041421,1.0,1.0,6.929903633476606e-16,6.208706462943817,6.208706462943818,3.552713678800501e-15
ec_exact,tree,replacement,4,repeating,2,0.10714970088714389,1.0571368345599567e-15,-2.0199503440414226,1.0,1.0,6.10261677144975e-16,6.208706462943818,6.208706462943818,1.7763568394002505e-15
naive_sum,tree,replacement,4,repeating,2,0.09094105265121005,0.11380062240978907,81038839.15588811,0.0,195374839.3132159,197915973.2166608,43.37258057703722,6.208706462943818,6.609474887057772
mean_pool,tree,replacement,4,repeating,2,0.7857660419791922,0.7320353303478405,4.599510696845557,1.0,0.06339889953350673,0.9387889148808825,0.7330542019128136,6.208706462943818,0.01722196463712644
cov_int,tree,replacement,4,repeating,2,0.7051576775788231,0.6500408023719537,4.197639337924084,1.0,0.07053297245303147,0.9313011863189544,0.9383465140758425,6.208706462943818,0.001057984132003642
inv_cov_int,tree,replacement,4,repeating,2,0.8866329775695994,0.8526238127469543,4.686588809589656,1.0,0.07867038907412653,0.9217135282603075,1.0437562831951377,6.208706462943818,0.005368900858635506
