method,topology,regime,duplication,schedule,seed,rmse,rmse_vs_oracle,nll,coverage95,prec_trace_ratio,prec_rel_error,confidence,confidence_oracle,consensus_spread
ec_exact,cycle,sybil,8,sync,1,0.37419953249063653,0.13174663786086205,7.630317004671742,0.5,6.920117920484153,6.124842725005299,7.282906550752781,3.5056175426557514,2.6645352591003757e-15
naive_sum,cycle,sybil,8,sync,1,0.360661477531912,0.15833195122652916,398941471053222.9,0.0,261192810167636.22,270472524337061.5,69.78648484159024,3.5056175426557514,0.05757478313142883
mean_pool,cycle,sybil,8,sync,1,0.7933441831225384,0.35583166996947674,4.640906791050117,1.0,0.22475872640026562,0.8020580566211442,0.7229933202231537,3.5056175426557514,0.031938747230582765
cov_int,cycle,sybil,8,sync,1,0.7337989135826216,0.285947045967723,4.476698694870537,1.0,0.24708335513042812,0.7807891252457511,0.896532784894562,3.5056175426557514,2.220446049250313e-15
inv_cov_int,cycle,sybil,8,sync,1,0.7147116264998796,0.3182051406390509,4.02860383886407,1.0,0.3216308388524832,0.7051751448618668,1.3042818004308931,3.5056175426557514,0.34899080489740975
bp_backtrack,cycle,sybil,8,sync,1,0.36257861894669063,0.1617768568732264,5607188630.683086,0.0,3632387550.723257,3759425530.607363,47.4210090944359,3.5056175426557514,0.12256081163957333
bp_cavity,cycle,sybil,8,sync,1,0.3629489778838521,0.1506036202639664,36.38923108589148,0.359375,27.64053064217871,27.562739036766757,10.039220933143154,3.5056175426557514,0.061001555923676065
bp_trw,cycle,sybil,8,sync,1,0.3680670608664173,0.14190048063105493,13.78823230774736,0.5,11.6546630502595,11.023475841431736,8.318247203004116,3.5056175426557514,0.026270143060948214
ec_exact,cycle,sybil,8,async,1,0.37419953249063664,0.131746637860862,7.630317004671744,0.5,6.920117920484153,6.124842725005298,7.282906550752781,3.5056175426557514,4.440892098500626e-15
naive_sum,cycle,sybil,8,async,1,0.3794833324545017,0.16260527373787603,1579862298.496025,0.0,1024871787.131798,1062274767.9212689,44.39673939074284,3.5056175426557514,7.389425962762282
mean_pool,cycle,sybil,8,async,1,0.7776222354773945,0.3376195332406227,4.597916460574464,1.0,0.2282782401029641,0.7985566715328036,0.7508598710355118,3.5056175426557514,0.02435511847398031
cov_int,cycle,sybil,8,async,1,0.7369224610410302,0.28902850935861646,4.4912000169469355,1.0,0.24604239545397227,0.7819516835677488,0.8900494863149421,3.5056175426557514,4.459960876146418e-05
inv_cov_int,cycle,sybil,8,async,1,0.7646124647158988,0.39747179584327,4.496023931367091,1.0,0.30630460687171324,0.7237004556826152,1.235344246244301,3.5056175426557514,0.3453144506833399
bp_backtrack,cycle,sybil,8,async,1,0.3942922585440933,0.16023612364456774,493023.68627394,0.0,325025.66667171253,335295.6924981186,28.67196754864485,3.5056175426557514,2.3010944326166083
bp_cavity,cycle,sybil,8,async,1,0.35868557781969546,0.14930019404341496,15.552899095727334,0.5,13.551537475792431,12.98273927339181,8.609856637719297,3.5056175426557514,0.5641348557405408
bp_trw,cycle,sybil,8,async,1,0.36696683112580175,0.13907258469779235,9.340026751325258,0.5,8.50596625021564,7.765175451348382,7.689085796713786,3.5056175426557514,0.3304119732240345
ec_exact,cycle,sybil,8,lossy,1,0.37419953249063675,0.13174663786086183,7.6303170046717455,0.5,6.920117920484155,6.1248427250052995,7.282906550752783,3.5056175426557514,4.440892098500626e-15
naive_sum,cycle,sybil,8,lossy,1,0.4914490934933381,0.091105690469375,354173041.68967414,0.0,136918793.54294837,144638406.97183865,40.210854003846606,3.5056175426557514,6.119486241011764
mean_pool,cycle,sybil,8,lossy,1,0.8226816620011863,0.38686372901275934,4.771041660359852,1.0,0.22593386053938913,0.7996002710810391,0.7277569844104999,3.5056175426557514,0.0424301473625448
cov_int,cycle,sybil,8,lossy,1,0.7337956763185448,0.28649396029970864,4.473267663526243,1.0,0.24709847359684028,0.780658333530293,0.8960840516349962,3.5056175426557514,9.106866843466843e-05
inv_cov_int,cycle,sybil,8,lossy,1,0.6654223331338732,0.3038526927161621,3.828648852076031,1.0,0.3133338408921963,0.7150319466690419,1.2676878623296268,3.5056175426557514,0.2913424400402398
bp_backtrack,cycle,sybil,8,lossy,1,0.44542872327881256,0.07241923257444799,290999.48448434676,0.0,136996.17056646364,143745.5971940018,26.767516918270587,3.5056175426557514,3.942763989865359
bp_cavity,cycle,sybil,8,lossy,1,0.3658991844753729,0.14437625110904548,14.96815496993382,0.5,12.441976027657727,11.818272237674394,8.427215170203247,3.5056175426557514,1.0718586785234852
bp_trw,cycle,sybil,8,lossy,1,0.371743334977853,0.13622995558089002,9.058745596729658,0.5,8.037944918404467,7.270504131319639,7.574442133908364,3.5056175426557514,0.6798522322815774
ec_exact,cycle,sybil,8,delayed,1,0.3718691680703685,0.1344614735521744,7.484906473104351,0.5,6.882688940689152,6.083776202083289,7.27287884946591,3.5056175426557514,0.16044322058994975
naive_sum,cycle,sybil,8,delayed,1,0.34489197673885935,0.18741476422332845,365976.5817895256,0.0,226183.22186991107,236244.21562017698,27.867110013337218,3.5056175426557514,3.536129033986178
mean_pool,cycle,sybil,8,delayed,1,0.7851806560091924,0.3503405115252783,4.630911633056304,1.0,0.22485478219299504,0.8020755763501369,0.7214117733166134,3.5056175426557514,0.09061972968412113
cov_int,cycle,sybil,8,delayed,1,0.7324321914915957,0.2839261717451037,4.471697896689062,1.0,0.24797405564054933,0.7797985317267547,0.90285106000962,3.5056175426557514,0.00476822255539644
inv_cov_int,cycle,sybil,8,delayed,1,0.7328782708960568,0.3540017124681638,4.1062035971492445,1.0,0.3250595776042576,0.7031836094416376,1.3389436798521133,3.5056175426557514,0.2979958311359652
bp_backtrack,cycle,sybil,8,delayed,1,0.3942922585440933,0.16023612364456774,493023.68627394,0.0,325025.66667171253,335295.6924981186,28.67196754864485,3.5056175426557514,2.3010944326166083
bp_cavity,cycle,sybil,8,delayed,1,0.35868557781969546,0.14930019404341496,15.552899095727334,0.5,13.551537475792431,12.98273927339181,8.609856637719297,3.5056175426557514,0.5641348557405408
bp_trw,cycle,sybil,8,delayed,1,0.36696683112580175,0.13907258469779235,9.340026751325258,0.5,8.50596625021564,7.765175451348382,7.689085796713786,3.5056175426557514,0.3304119732240345
ec_exact,cycle,sybil,8,repeating,1,0.3741995324906366,0.13174663786086205,7.630317004671735,0.5,6.920117920484154,6.1248427250052995,7.282906550752782,3.5056175426557514,4.440892098500626e-15
naive_sum,cycle,sybil,8,repeating,1,0.30008660160106937,0.2473741805447896,44330869.52720854,0.0,43853498.52919665,45684019.81667028,37.8207053568318,3.5056175426557514,7.1731989297940615
mean_pool,cycle,sybil,8,repeating,1,0.7678035074103673,0.33133284160744003,4.526201148182176,1.0,0.2264000602662049,0.8000434297658782,0.7335519990789193,3.5056175426557514,0.11950815370299162
cov_int,cycle,sybil,8,repeating,1,0.7299512282048347,0.2842360920744872,4.442185661280667,1.0,0.24761358238552506,0.7804584137496359,0.8992811395026992,3.5056175426557514,0.00047804024868458583
inv_cov_int,cycle,sybil,8,repeating,1,0.7211507857387572,0.30302499558510826,3.9551605686372335,1.0,0.29779717351290674,0.7326716759475558,1.1457084544582423,3.5056175426557514,0.4745867597110365
bp_backtrack,cycle,sybil,8,repeating,1,0.3942922585440933,0.16023612364456774,493023.68627394,0.0,325025.66667171253,335295.6924981186,28.67196754864485,3.5056175426557514,2.3010944326166083
bp_cavity,cycle,sybil,8,repeating,1,0.35868557781969546,0.14930019404341496,15.552899095727334,0.5,13.551537475792431,12.98273927339181,8.609856637719297,3.5056175426557514,0.5641348557405408
bp_trw,cycle,sybil,8,repeating,1,0.36696683112580175,0.13907258469779235,9.340026751325258,0.5,8.50596625021564,7.765175451348382,7.689085796713786,3.5056175426557514,0.3304119732240345
ec_exact,cycle,sybil,8,adversarial,1,0.37965750472461085,0.13113254583039013,7.214319314639432,0.5,6.420677898938876,5.604352813833906,7.126142955038258,3.5056175426557514,0.6433283725357359
naive_sum,cycle,sybil,8,adversarial,1,0.3604519197968594,0.18604710469037128,122584.08295259255,0.0,110438.66728898611,114523.07864692804,25.93111634108656,3.5056175426557514,6.060647328238453
mean_pool,cycle,sybil,8,adversarial,1,0.7825509725011411,0.346558710364417,4.593107194739539,1.0,0.22568306237439673,0.8013809513199485,0.7295334004348422,3.5056175426557514,0.13579833483710568
cov_int,cycle,sybil,8,adversarial,1,0.7276737789773334,0.28182612436232357,4.429926033397294,1.0,0.24579429195205688,0.783247993885509,0.8882863146940903,3.5056175426557514,0.03640105782440295
inv_cov_int,cycle,sybil,8,adversarial,1,0.7330257385144612,0.33985588002731315,4.075187829965417,1.0,0.2942622466799487,0.7324631640083662,1.1247439498957206,3.5056175426557514,0.14257869758312425
bp_backtrack,cycle,sybil,8,adversarial,1,0.44542872327881256,0.07241923257444799,290999.48448434676,0.0,136996.17056646364,143745.5971940018,26.767516918270587,3.5056175426557514,3.942763989865359
bp_cavity,cycle,sybil,8,adversarial,1,0.3658991844753729,0.14437625110904548,14.96815496993382,0.5,12.441976027657727,11.818272237674394,8.427215170203247,3.5056175426557514,1.0718586785234852
bp_trw,cycle,sybil,8,adversarial,1,0.371743334977853,0.13622995558089002,9.058745596729658,0.5,8.037944918404467,7.270504131319639,7.574442133908364,3.5056175426557514,0.6798522322815774
ec_exact,cycle,corrupt,8,sync,1,0.47912031818304834,0.10412524494705802,7.623349901779035,0.5,4.340717243089288,3.4839325870475757,6.33036052356739,3.5056175426557514,3.552713678800501e-15
naive_sum,cycle,corrupt,8,sync,1,0.36006718183874353,0.1576026463957536,398415391666413.0,0.0,261192810167636.25,270266792930301.94,69.7881458118396,3.5056175426557514,0.03250176553180495
mean_pool,cycle,corrupt,8,sync,1,0.7932910613247978,0.3557769054778251,4.640779373576672,1.0,0.2247468471484197,0.8020641059838087,0.7230848823682892,3.5056175426557514,0.005516186433745851
cov_int,cycle,corrupt,8,sync,1,0.7374373754979728,0.2794582014349799,4.531550256330674,1.0,0.2547063650964916,0.7757781902183982,0.946297538503521,3.5056175426557514,2.6645352591003757e-15
inv_cov_int,cycle,corrupt,8,sync,1,0.7815061975510426,0.33169461269301065,4.975436036047308,1.0,0.273585285022774,0.7514604114082737,1.0662369962383358,3.5056175426557514,8.84376127885389e-10
bp_backtrack,cycle,corrupt,8,sync,1,0.35959090497318946,0.15766942705692574,5540344644.315054,0.0,3632387550.7232566,3762778075.4356956,47.41972769857175,3.5056175426557514,0.08579450034603298
bp_cavity,cycle,corrupt,8,sync,1,0.36294307274263116,0.1506285343114977,36.38954842397709,0.359375,27.640530642178703,27.562456831273778,10.03928765542895,3.5056175426557514,0.03407604635543038
bp_trw,cycle,corrupt,8,sync,1,0.3680552489434079,0.14188974566941748,13.787864882961502,0.5,11.6546630502595,11.0232248926758,8.318295382586651,3.5056175426557514,0.018931343682480062
ec_exact,cycle,corrupt,8,async,1,0.47912031818304834,0.10412524494705798,7.623349901779037,0.5,4.340717243089289,3.483932587047576,6.330360523567391,3.5056175426557514,2.6645352591003757e-15
naive_sum,cycle,corrupt,8,async,1,0.3820299882484588,0.15568146962332563,1585329225.128886,0.0,984193188.5845778,1018289067.071605,44.3123702010294,3.5056175426557514,7.384462681373904
mean_pool,cycle,corrupt,8,async,1,0.7887253390476466,0.34957396267536656,4.638020985423506,1.0,0.22414624175800574,0.8029158927404063,0.7171042589037072,3.5056175426557514,0.027823546284961198
cov_int,cycle,corrupt,8,async,1,0.7453694296872453,0.2898160147672727,4.595319244284131,1.0,0.25507230485501997,0.7741841006525134,0.946753338197787,3.5056175426557514,5.683954362201149e-05
inv_cov_int,cycle,corrupt,8,async,1,0.7788751888268175,0.32849070832927624,4.719148311179218,1.0,0.2531089220885586,0.7745450861324428,0.9355746620022378,3.5056175426557514,0.0016280062928381023
bp_backtrack,cycle,corrupt,8,async,1,0.4058131416006952,0.16227284458311847,618014.0677017551,0.0,338984.1758157078,354307.8924684895,28.720461787129143,3.5056175426557514,2.301311003887811
bp_cavity,cycle,corrupt,8,async,1,0.3651736330086303,0.15071204452308484,15.827319487530524,0.5,13.470534370485966,12.913267970409448,8.597002423256313,3.5056175426557514,0.6073353246193722
bp_trw,cycle,corrupt,8,async,1,0.37039251213201646,0.1400191919870269,9.40167128961138,0.5,8.469306857990357,7.732799379245047,7.680056224775697,3.5056175426557514,0.3578190940341006
ec_exact,cycle,corrupt,8,lossy,1,0.47912031818304834,0.10412524494705802,7.623349901779035,0.5,4.340717243089289,3.483932587047576,6.330360523567391,3.5056175426557514,1.7763568394002505e-15
naive_sum,cycle,corrupt,8,lossy,1,0.40319008881880525,0.12825232010608753,287487660.5236472,0.0,146572109.0392934,154085461.9135961,40.365062124991894,3.5056175426557514,6.129676868629062
mean_pool,cycle,corrupt,8,lossy,1,0.8010676322348125,0.36288268527243384,4.669514327045061,1.0,0.2293977128805479,0.796305506869041,0.7572854621836582,3.5056175426557514,0.012801594420866591
cov_int,cycle,corrupt,8,lossy,1,0.7359063045563778,0.27786627584129475,4.53110062687754,1.0,0.25466255084761147,0.7756823715585792,0.9460729692901619,3.5056175426557514,4.7517839475985646e-05
inv_cov_int,cycle,corrupt,8,lossy,1,0.7631926290915125,0.3259790360201978,5.234522347349852,1.0,0.28620608587954094,0.7483853347537799,1.1057949736286143,3.5056175426557514,0.00011451799436401622
bp_backtrack,cycle,corrupt,8,lossy,1,0.3867948055908118,0.14303359466912074,283752.80056564923,0.0,147033.04719029483,154156.8089229428,26.905666869596796,3.5056175426557514,4.000323444346822
bp_cavity,cycle,corrupt,8,lossy,1,0.37208543554194967,0.13594468992720582,16.271452748661076,0.5,12.750345022196836,12.164126162586015,8.471612560544772,3.5056175426557514,0.9932592147486794
bp_trw,cycle,corrupt,8,lossy,1,0.37476204351578696,0.13079528604914464,9.563571878933919,0.5,8.16399603852387,7.412265273962889,7.601622827381345,3.5056175426557514,0.6310356112133393
ec_exact,cycle,corrupt,8,delayed,1,0.4793996710526167,0.10490185644671089,7.610458185519205,0.5,4.329813761394195,3.4712150103538146,6.326059751206722,3.5056175426557514,0.06881235777071648
naive_sum,cycle,corrupt,8,delayed,1,0.34094463191254787,0.205326647499422,358579.87634039985,0.015625,218623.39152552973,221769.4601245346,27.869912044418555,3.5056175426557514,3.464246134362895
mean_pool,cycle,corrupt,8,delayed,1,0.7931011358811408,0.36010857630657767,4.654931075810733,1.0,0.22254281056331432,0.8063561836571247,0.7087010048471163,3.5056175426557514,0.05357591864800293
cov_int,cycle,corrupt,8,delayed,1,0.736577102441174,0.27849774726787035,4.532889112590741,1.0,0.25399006978876615,0.7770483190381242,0.9420450172886878,3.5056175426557514,0.00811288871948701
inv_cov_int,cycle,corrupt,8,delayed,1,0.731879276318675,0.339204216994708,4.6953053537669724,1.0,0.31613169710998834,0.7218681316513731,1.2739926526538463,3.5056175426557514,0.37220243448370804
bp_backtrack,cycle,corrupt,8,delayed,1,0.4058131416006952,0.16227284458311847,618014.0677017551,0.0,338984.1758157078,354307.8924684895,28.720461787129143,3.5056175426557514,2.301311003887811
bp_cavity,cycle,corrupt,8,delayed,1,0.3651736330086303,0.15071204452308484,15.827319487530524,0.5,13.470534370485966,12.913267970409448,8.597002423256313,3.5056175426557514,0.6073353246193722
bp_trw,cycle,corrupt,8,delayed,1,0.37039251213201646,0.1400191919870269,9.40167128961138,0.5,8.469306857990357,7.732799379245047,7.680056224775697,3.5056175426557514,0.3578190940341006
ec_exact,cycle,corrupt,8,repeating,1,0.47912031818304823,0.10412524494705809,7.623349901779032,0.5,4.340717243089289,3.4839325870475766,6.330360523567391,3.5056175426557514,2.6645352591003757e-15
naive_sum,cycle,corrupt,8,repeating,1,0.34636964076370436,0.27988394292595525,58985222.958977304,0.015625,40509984.05755523,41082758.598477736,37.788775494311906,3.5056175426557514,6.882090964978758
mean_pool,cycle,corrupt,8,repeating,1,0.7650454182246087,0.3220580545580099,4.563595514457573,1.0,0.22264835144684228,0.8057054422454106,0.7094349428980351,3.5056175426557514,0.025751321077581935
cov_int,cycle,corrupt,8,repeating,1,0.736048616695582,0.2774683568780016,4.539090663309475,1.0,0.253899111066283,0.7773671990415869,0.9414290718918408,3.5056175426557514,0.0006526889628915011
inv_cov_int,cycle,corrupt,8,repeating,1,0.6698115137772254,0.3507712670327622,3.730293339368282,1.0,0.3096864622915173,0.7185814908910706,1.2415613788670368,3.5056175426557514,0.2533029896788801
bp_backtrack,cycle,corrupt,8,repeating,1,0.4058131416006952,0.16227284458311847,618014.0677017551,0.0,338984.1758157078,354307.8924684895,28.720461787129143,3.5056175426557514,2.301311003887811
bp_cavity,cycle,corrupt,8,repeating,1,0.3651736330086303,0.15071204452308484,15.827319487530524,0.5,13.470534370485966,12.913267970409448,8.597002423256313,3.5056175426557514,0.6073353246193722
bp_trw,cycle,corrupt,8,repeating,1,0.37039251213201646,0.1400191919870269,9.40167128961138,0.5,8.469306857990357,7.732799379245047,7.680056224775697,3.5056175426557514,0.3578190940341006
ec_exact,cycle,corrupt,8,adversarial,1,0.48665422286594784,0.09744774555067386,7.542076617924783,0.5,4.126633063105571,3.2637783123910094,6.220990881357278,3.5056175426557514,0.5012835586806705
naive_sum,cycle,corrupt,8,adversarial,1,0.3983395772959651,0.18342190686597515,189573.0375429478,0.0,111787.86889620723,115150.16238619294,25.95767101206099,3.5056175426557514,6.139786296615291
mean_pool,cycle,corrupt,8,adversarial,1,0.7895852272949699,0.3497756813358571,4.648134370016146,1.0,0.22428784155823758,0.8025437708877851,0.7182455851752252,3.5056175426557514,0.04488932983769345
cov_int,cycle,corrupt,8,adversarial,1,0.7380663670988378,0.27952100045457795,4.544013336115867,1.0,0.25474048335749677,0.7758845824823136,0.9461469036574888,3.5056175426557514,0.00373968166332439
inv_cov_int,cycle,corrupt,8,adversarial,1,0.7414218778282673,0.3326177434313978,4.8171364625811774,1.0,0.3091809323460847,0.7265186110071632,1.232763402133739,3.5056175426557514,0.4522445495774101
bp_backtrack,cycle,corrupt,8,adversarial,1,0.3867948055908118,0.14303359466912074,283752.80056564923,0.0,147033.04719029483,154156.8089229428,26.905666869596796,3.5056175426557514,4.000323444346822
bp_cavity,cycle,corrupt,8,adversarial,1,0.37208543554194967,0.13594468992720582,16.271452748661076,0.5,12.750345022196836,12.164126162586015,8.471612560544772,3.5056175426557514,0.9932592147486794
bp_trw,cycle,corrupt,8,adversarial,1,0.37476204351578696,0.13079528604914464,9.563571878933919,0.5,8.16399603852387,7.412265273962889,7.601622827381345,3.5056175426557514,0.6310356112133393
ec_exact,grid,clean,1,sync,1,0.46915486052391264,4.0986153631597114e-16,2.56981371189092,1.0,1.0000000000000004,1.0703196038888548e-15,3.5056175426557514,3.5056175426557514,4.440892098500626e-15
naive_sum,grid,clean,1,sync,1,0.36104892967706864,0.16847755415535215,2.3075596074466893e+18,0.0,1.4325787149746376e+18,1.4877175296617347e+18,86.87468219899208,3.5056175426557514,1.925409633349588
mean_pool,grid,clean,1,sync,1,0.7877262542764252,0.35407062014387614,4.629957218874181,1.0,0.2253900844854422,0.8012597792776209,0.7274451140161338,3.5056175426557514,3.925849142194515e-05
cov_int,grid,clean,1,sync,1,0.7711600657600721,0.32711297357790825,4.600476890265077,1.0,0.23534603742171478,0.7919382195033796,0.8087611240411784,3.5056175426557514,6.8833827526759706e-15
inv_cov_int,grid,clean,1,sync,1,0.586190088854909,0.20068304009207066,3.8849135314115557,1.0,0.31828592450299265,0.7280555310983725,1.3086624972035796,3.5056175426557514,0.21897583491456052
bp_backtrack,grid,clean,1,sync,1,0.43050139031310664,0.24071882642357478,3176179821700844.5,0.0,1589882151826356.5,1708969172044997.0,73.1292944171847,3.5056175426557514,3.018888958263233
bp_cavity,grid,clean,1,sync,1,0.37664375787469073,0.13870444525445597,8300027438.746559,0.0,5093913766.975906,5357244547.039419,47.999260863357534,3.5056175426557514,1.7522245982637799
bp_trw,grid,clean,1,sync,1,0.353401727176628,0.14245547003277434,4764.752265679397,0.0,3190.2525931163827,3313.6230363934546,19.480692453135042,3.5056175426557514,1.319035514873903
ec_exact,grid,clean,1,async,1,0.46915486052391264,4.642161041273963e-16,2.5698137118909203,1.0,1.0000000000000002,8.650683211864553e-16,3.5056175426557514,3.5056175426557514,2.220446049250313e-15
naive_sum,grid,clean,1,async,1,0.5182345978309161,0.1948356964175861,972768899163.4497,0.0,312292358457.23395,353273057815.7433,55.78706114381279,3.5056175426557514,4.029941736868373
mean_pool,grid,clean,1,async,1,0.8418367078432422,0.41199642388579333,4.855362416161757,1.0,0.22818721792089003,0.7947984816014961,0.7301350497311618,3.5056175426557514,0.000147229376309288
cov_int,grid,clean,1,async,1,0.7978319963150428,0.36623062651742794,4.692859766307873,1.0,0.23724499885013844,0.7899333099097714,0.8211509383388564,3.5056175426557514,8.979594845470729e-12
inv_cov_int,grid,clean,1,async,1,0.7809314403178218,0.4693960298538414,4.640834404877567,1.0,0.3108632597640263,0.7360698313046874,1.2242386863353756,3.5056175426557514,3.574262159378172e-05
bp_backtrack,grid,clean,1,async,1,0.41120744281023774,0.2531932757952914,1827762505.428361,0.0,767449418.1439867,848036657.0586231,43.96637813013672,3.5056175426557514,3.7556101061635943
bp_cavity,grid,clean,1,async,1,0.3967104346492478,0.21705432123666984,353990.8902445271,0.0,148887.82813008767,160002.9892094363,26.99456861585348,3.5056175426557514,2.9543820904775053
bp_trw,grid,clean,1,async,1,0.377560278547631,0.13203123542105302,70.29496390339324,0.046875,40.447263338257564,41.2874285547836,10.707899429474976,3.5056175426557514,1.8608620632295096
ec_exact,grid,clean,1,lossy,1,0.46915486052391264,4.396505723559415e-16,2.5698137118909203,1.0,1.0000000000000004,9.77486280682578e-16,3.5056175426557514,3.5056175426557514,2.220446049250313e-15
naive_sum,grid,clean,1,lossy,1,0.48980027706298734,0.14637573649175473,36045367801.57495,0.0,17909497342.328278,18579931456.423695,50.335056375432416,3.5056175426557514,3.684835796865123
mean_pool,grid,clean,1,lossy,1,0.8199135033646522,0.3862751058003009,4.740250186686975,1.0,0.22257129236424827,0.8070823023620756,0.7036344622490557,3.5056175426557514,0.0003079852611956868
cov_int,grid,clean,1,lossy,1,0.8192140488029505,0.3715705180097806,4.868250724193274,1.0,0.24047605446780834,0.7882755494652129,0.8414323209417973,3.5056175426557514,6.600530233491497e-09
inv_cov_int,grid,clean,1,lossy,1,0.849784490321932,0.4054963154594754,5.161846079952019,1.0,0.2773751975451251,0.7760294866106214,0.9458113349648184,3.5056175426557514,2.411994437512277e-07
bp_backtrack,grid,clean,1,lossy,1,0.5039258073616149,0.08803225188056805,258565658.8222219,0.0,128166562.9492127,134558194.8681765,40.45923220287247,3.5056175426557514,4.056336086719668
bp_cavity,grid,clean,1,lossy,1,0.4991599696344463,0.10393967167471194,58185.84333619391,0.0,29258.435414529384,30304.053726857233,23.800766458962688,3.5056175426557514,2.539139236578105
bp_trw,grid,clean,1,lossy,1,0.42585383013281236,0.08379546345575181,28.14842290630067,0.046875,19.581657137333302,19.08874995533336,9.303131504932473,3.5056175426557514,1.3329230621441877
ec_exact,grid,clean,1,delayed,1,0.46915486052391264,4.3725429906096164e-16,2.5698137118909194,1.0,1.0000000000000004,1.0709030937644872e-15,3.505617542655752,3.5056175426557514,3.552713678800501e-15
naive_sum,grid,clean,1,delayed,1,0.5990579102326353,0.3451232091063049,19697158.68539808,0.0,5663358.278254181,5975048.422486082,34.09267770774704,3.5056175426557514,3.8660578017734295
mean_pool,grid,clean,1,delayed,1,0.8307329805882011,0.405273238058545,4.819377935609447,1.0,0.2275447328470251,0.7986307738207483,0.7407614091444579,3.5056175426557514,0.002071566821351456
cov_int,grid,clean,1,delayed,1,0.8015418157976274,0.3621851483250902,4.750975434027048,1.0,0.23829918320359866,0.7901619303852566,0.8296227714310007,3.5056175426557514,1.640107737244101e-05
inv_cov_int,grid,clean,1,delayed,1,0.6041512389721564,0.23961627363278518,3.7781041057887874,1.0,0.29287232889658343,0.7541978348406131,1.12432051362179,3.5056175426557514,0.003532084881786357
bp_backtrack,grid,clean,1,delayed,1,0.41120744281023774,0.2531932757952914,1827762505.428361,0.0,767449418.1439867,848036657.0586231,43.96637813013672,3.5056175426557514,3.7556101061635943
bp_cavity,grid,clean,1,delayed,1,0.3967104346492478,0.21705432123666984,353990.8902445271,0.0,148887.82813008767,160002.9892094363,26.99456861585348,3.5056175426557514,2.9543820904775053
bp_trw,grid,clean,1,delayed,1,0.377560278547631,0.13203123542105302,70.29496390339324,0.046875,40.447263338257564,41.2874285547836,10.707899429474976,3.5056175426557514,1.8608620632295096
ec_exact,grid,clean,1,repeating,1,0.46915486052391264,4.68738658131297e-16,2.5698137118909203,1.0,1.0000000000000007,1.0567941595252337e-15,3.505617542655752,3.5056175426557514,3.9968028886505635e-15
naive_sum,grid,clean,1,repeating,1,0.7433822948375739,0.3293775105407383,6614014589.751602,0.0,1254355385.773323,1600083331.586533,44.33655103235866,3.5056175426557514,4.699323663538252
mean_pool,grid,clean,1,repeating,1,0.8842455366822348,0.45292439291410436,5.095699138251302,1.0,0.23940896090231523,0.7781398570445315,0.7738206226694413,3.5056175426557514,0.0013951918795255258
cov_int,grid,clean,1,repeating,1,0.8150733383759414,0.3733114713007515,4.804843344927921,1.0,0.24082703493303814,0.7841452818948732,0.8433255957049575,3.5056175426557514,2.389487789744571e-06
inv_cov_int,grid,clean,1,repeating,1,0.9793515662212997,0.5433919163947809,5.818059707280327,1.0,0.3053884006862302,0.7017504455186281,1.1023977394842626,3.5056175426557514,0.00013732142448641405
bp_backtrack,grid,clean,1,repeating,1,0.41120744281023774,0.2531932757952914,1827762505.428361,0.0,767449418.1439867,848036657.0586231,43.96637813013672,3.5056175426557514,3.7556101061635943
bp_cavity,grid,clean,1,repeating,1,0.3967104346492478,0.21705432123666984,353990.8902445271,0.0,148887.82813008767,160002.9892094363,26.99456861585348,3.5056175426557514,2.9543820904775053
bp_trw,grid,clean,1,repeating,1,0.377560278547631,0.13203123542105302,70.29496390339324,0.046875,40.447263338257564,41.2874285547836,10.707899429474976,3.5056175426557514,1.8608620632295096
ec_exact,grid,clean,1,adversarial,1,0.46915486052391264,4.742457717905444e-16,2.5698137118909194,1.0,1.0000000000000007,1.3241401175748126e-15,3.5056175426557523,3.5056175426557514,2.6645352591003757e-15
naive_sum,grid,clean,1,adversarial,1,0.3113844242654866,0.4311328597109494,509759.00449561694,0.015625,244981.9904259835,264631.04569298564,27.977567275121594,3.5056175426557514,3.3762400751544774
mean_pool,grid,clean,1,adversarial,1,0.7773786716128108,0.3514989257741638,4.5971164551615935,1.0,0.221252049176053,0.8046894016007885,0.6854876551532395,3.5056175426557514,0.019574275514166684
cov_int,grid,clean,1,adversarial,1,0.7699046081427717,0.3398211785633838,4.546537422239522,1.0,0.23287361057582806,0.7950804851599887,0.7898043232432873,3.5056175426557514,0.0013341174501042552
inv_cov_int,grid,clean,1,adversarial,1,0.6619271788418086,0.2784890371368316,3.9751556596960693,1.0,0.29541136312975796,0.7430478417980083,1.1354339601369814,3.5056175426557514,0.3331606479326532
bp_backtrack,grid,clean,1,adversarial,1,0.5039258073616149,0.08803225188056805,258565658.8222219,0.0,128166562.9492127,134558194.8681765,40.45923220287247,3.5056175426557514,4.056336086719668
bp_cavity,grid,clean,1,adversarial,1,0.4991599696344463,0.10393967167471194,58185.84333619391,0.0,29258.435414529384,30304.053726857233,23.800766458962688,3.5056175426557514,2.539139236578105
bp_trw,grid,clean,1,adversarial,1,0.42585383013281236,0.08379546345575181,28.14842290630067,0.046875,19.581657137333302,19.08874995533336,9.303131504932473,3.5056175426557514,1.3329230621441877
ec_exact,grid,duplicate,4,sync,1,0.4691548605239127,4.0422358270727787e-16,2.5698137118909203,1.0,1.0000000000000004,1.0255990516416386e-15,3.5056175426557514,3.5056175426557514,2.6645352591003757e-15
