seed,method,multiplier,arm,rmse,rmse_vs_oracle,nll,coverage95,prec_trace_ratio,prec_rel_error,confidence,confidence_oracle,consensus_spread
1,naive_sum,32,replacement,0.0651618185704978,0.007228085730333479,4.630026224034973e+20,0.0,2.8949976965389697e+20,2.895148177689394e+20,104.70472314582702,10.475455178175245,1.2984492059331387e-07
1,mean_pool,32,duplicate,0.973469205318582,0.8370225463027803,5.427940772401968,1.0,0.17989027111194114,0.8351279007961045,1.032943232324574,4.314616425060151,2.866398052248087e-08
1,mean_pool,32,replacement,0.9579916239025796,0.9318664036989827,5.64932544622367,1.0,0.007876765798881288,0.9921748044824431,0.7964995437578104,10.475455178175245,3.9642859328559155e-08
1,cov_int,32,duplicate,0.7901324884301677,0.6784103752524286,4.60629134300931,1.0,0.20075234789618088,0.8150514852931262,1.237335154603262,4.314616425060151,2.4424906541753444e-15
1,cov_int,32,replacement,0.8055886273140764,0.7845700177724049,4.707954012512138,1.0,0.010703933825290035,0.9893853664832787,1.3664227714875414,10.475455178175245,1.1102230246251565e-15
1,inv_cov_int,32,duplicate,1.2252129179745943,1.0879485370082842,7.626449656294643,0.5,0.3499274838904748,0.6752558937155377,1.9945050271811846,4.314616425060151,7.993964601382686e-09
1,inv_cov_int,32,replacement,1.3447197763025835,1.3120398354911897,7.176007280649639,0.5,0.009720349523091015,0.9905753696987429,1.0920511544275548,10.475455178175245,1.2887957367979652e-10
1,bp_backtrack,32,duplicate,0.4284533285599505,0.2881173387660345,1.1111330912726878e+20,0.0,4.400975790882136e+19,4.485310119666409e+19,94.72186709503572,4.314616425060151,0.05935939829511483
1,bp_backtrack,32,replacement,0.06712571153668606,0.017073350041371844,2.6128719078575237e+18,0.0,1.5291023198654026e+18,1.530668679170253e+18,94.21566513332914,10.475455178175245,0.04853296993704248
1,bp_cavity,32,duplicate,0.42794713604438867,0.28810459834215585,1.6714990444135922e+16,0.0,6631330405978396.0,6756681773261008.0,77.12175596814348,4.314616425060151,0.04943213183463513
1,bp_cavity,32,replacement,0.06652620599947925,0.014555120726946008,385987851566433.9,0.0,230403055808291.06,230570633740025.88,76.61558833316212,10.475455178175245,0.040434420965382856
1,bp_trw,32,duplicate,0.42692996599310357,0.2880903486984076,1134890.6685093807,0.0,451745.0840584743,460047.02088826126,30.303567682096656,4.314616425060151,0.016672917727742487
1,bp_trw,32,replacement,0.06531762360269512,0.008029166529973784,25212.181979975514,0.0,15695.712960672116,15696.737741916237,29.797469698933725,10.475455178175245,0.013650900640573838
1,ec_exact,100,duplicate,0.3646561367283617,1.1931975591985118e-15,1.5582215672456163,1.0,1.0,8.024160205461865e-16,4.3146164250601515,4.314616425060151,4.440892098500626e-15
1,ec_exact,100,replacement,0.040336049193098564,2.6614838516546347e-15,-7.166350836215362,1.0,1.0000000000000004,1.192729408837457e-15,12.81233522098162,12.81233522098162,3.552713678800501e-15
1,naive_sum,100,duplicate,0.42679973423295003,0.288090476953394,6.538787324373553e+22,0.0,2.60381830968828e+22,2.6515004546681166e+22,107.48968078740876,4.314616425060151,6.750296677182632e-08
1,naive_sum,100,replacement,0.03995821196374731,0.002360246751406692,5.634065168944228e+20,0.0,2.9055811354044118e+20,2.9055892880662528e+20,107.04900005983026,12.81233522098162,3.0358989988599205e-08
1,mean_pool,100,duplicate,0.9734692053185823,0.8370225463027805,5.4279407724019695,1.0,0.1798902711119411,0.8351279007961045,1.032943232324574,4.314616425060151,7.08647629465986e-09
